"Title,Author,Published At,Source,URL"
"Alien: Romulus is Bringing Its Terror to VHS in December,Justin Carter,2024-10-20T16:25:57Z,Gizmodo.com,https://gizmodo.com/alien-romulus-vhs-release-2000514136"
"Stream It Or Skip It: ‘The Substance’ on Mubi and VOD, a New Body-Horror Classic Anchored by a Daring Demi Moore,mliss1578,2024-10-31T19:00:00Z,Decider,https://decider.com/2024/10/31/the-substance-mubi-streaming-movie-review/"
"The 'Dune: Prophecy' premiere ends with a shocking twist. Star Jihae breaks down Kasha's fate.,Caralynn Matassa,2024-11-18T03:05:01Z,Business Insider,https://www.businessinsider.com/kasha-death-dune-prophecy-jihae-interview-2024-11"
How to watch ‘The Substance’ for free just in time for Halloween,Angela Tricarico,2024-10-31T21:36:42Z,New York Post,https://nypost.com/2024/10/31/entertainment/how-to-watch-demi-moore-in-the-substance-for-free/
"Milla Jovovich Will Star in the Final George A. Romero Zombie Film, Twilight of the Dead,Germain Lussier,2024-11-01T22:00:39Z,Gizmodo.com,https://gizmodo.com/milla-jovovich-george-a-romero-twilight-of-the-dead-2000519768"
"'John Wick' at 10: Chad Stahelski and David Leitch on fighting for Keanu Reeves' beard and how Eva Longoria saved the movie,Jason Guerrasio,2024-10-21T12:25:02Z,Business Insider,https://www.businessinsider.com/john-wick-keanu-reeves-popularity-chad-stahelski-david-leitch-interview-2024-10"
"Golden Globes 2025: First Predictions With Movie Musicals, A-List Stars and Hit TV Shows Vying for Recognition,Clayton Davis,2024-11-01T23:50:00Z,Variety,https://variety.com/lists/2025-golden-globes-awards-predictions/"
Smile 2 Star Naomi Scott Got Her Start In The Best Disney Channel Original Movie You've Never Seen,staff@slashfilm.com (BJ Colangelo),2024-10-18T12:00:00Z,/FILM,https://www.slashfilm.com/1690672/naomi-scott-smile-2-star-best-disney-channel-original-movie-lemonade-mouth/
"Tom Holland has reportedly been cast in Christopher Nolan's next movie. Fans hope it will help him launch a career outside Marvel.,Ayomikun Adekaiyero,2024-10-22T12:30:30Z,Business Insider,https://www.businessinsider.com/tom-holland-cast-christopher-nolan-movie-career-marvel-spider-man-2024-10"
[Removed],,2024-11-11T00:34:00Z,[Removed],https://removed.com
Amber Tamblyn: I Had Cosmetic Surgery at 12,Arden Dier,2024-10-22T18:24:00Z,Newser,https://www.newser.com/story/358204/amber-tamblyn-i-had-cosmetic-surgery-at-12.html
"7 Terrifying Horror Games To Play After Silent Hill 2,Thomas Wilde,2024-10-30T17:30:00Z,Kotaku,https://kotaku.com/silent-hill-2-mouthwashing-signalis-crow-country-1851685412"
"Tourists flock to street used as a film set - and Airbnb row is 'final straw',,2024-10-28T00:03:48Z,BBC News,https://www.bbc.com/news/articles/c4glgp7lynwo"
"Denzel Washington Casually Announces He’ll Be in Black Panther 3,Isaiah Colbert,2024-11-12T15:45:09Z,Gizmodo.com,https://gizmodo.com/denzel-washington-marvel-mcu-black-panther-3-ryan-coogler-2000523551"
‘Nosferatu’ Steps Out From The Oscars Shadows [Contender Countdown],Gregory Ellwood,2024-11-13T19:39:29Z,Theplaylist.net,https://theplaylist.net/nosferatu-steps-out-from-the-oscars-shadows-20241113/
"Here’s How They Brought the Minecraft Movie to Life, Even If They Shouldn’t Have,Gordon Jackson,2024-11-18T19:48:01Z,Gizmodo.com,https://gizmodo.com/heres-how-they-brought-the-minecraft-movie-to-life-even-if-they-shouldnt-have-2000525950"
"Demi Moore's 'Cankle Crisis': 'The Substance' Star, 61, 'Focusing on Every Little Imperfection' — And Is 'Convinced Ankles are Flabby'",Lauren McIver,2024-11-08T21:25:06Z,Radaronline.com,https://radaronline.com/p/demi-moore-cankles-star-focusing-imperfection-convinced-ankles-flabby/
" https://www.forbes.com/sites/timlammers/"",2024-11-04T01:57:02Z,Forbes,https://www.forbes.com/sites/timlammers/2024/11/03/guillermo-del-toro-praises-demi-moores-body-horror-hit-the-substance/"
"20 interesting things you probably didn't know about the 'Scream' movies,""Andrew LaSane,Eammon Jacobs"",2024-10-31T15:47:10Z,Business Insider,https://www.businessinsider.com/scream-movies-cool-facts-you-may-not-know-2021-10"
THE SUBSTANCE Star Demi Moore Shares NSFW Elizabeth Sparkle Transformation Photos - SPOILERS,MarkCassidy,2024-11-02T13:20:17Z,CBM (Comic Book Movie),https://comicbookmovie.com/horror/the-substance-star-demi-moore-shares-nsfw-elizabeth-sparkle-transformation-photos---spoilers-a214259
"Demi Moore's Body Horror Thriller ‘The Substance’ Gets Streaming Date,""Tim Lammers, Contributor, "
"Black Ops 6’s Coolest Mission Shows It’s Time Call of Duty Left Modern Warfare Behind,Matt Purslow,2024-11-01T12:00:00Z,IGN,https://www.ign.com/articles/black-ops-6s-coolest-mission-shows-its-time-call-of-duty-left-modern-warfare-behind"
"European Film Awards Nominations: ‘Emilia Pérez,’ ‘The Substance,’ ‘The Room Next Door’ and More Up for Best Film,Ellise Shafer,2024-11-05T10:29:21Z,Variety,https://variety.com/2024/awards/global/european-film-awards-nominations-emilia-perez-the-substance-room-next-door-1236200859/"
"Where Do We Think Terrifier‘s Art the Clown Came From?,Germain Lussier,2024-10-29T20:15:31Z,Gizmodo.com,https://gizmodo.com/terrifier-art-the-clown-origin-story-horror-2000518044"
"‘The Substance’ Is Now Available to Watch at Home!,John Squires,2024-10-31T18:26:54Z,Bloody Disgusting,https://bloody-disgusting.com/movie/3837992/the-substance-is-now-available-to-watch-at-home/"
"How Hellbound’s Brutal Season Two Ending Keeps the Focus on Humanity,Kayti Burt,2024-10-25T19:12:50Z,Time,https://time.com/7098772/hellbound-season-2-ending-explained/"
"Demi Moore says close-up shot of her behind ‘bugs the s--- out of me’ in new movie,Caroline Thayer,2024-11-14T19:48:06Z,Fox News,https://www.foxnews.com/entertainment/demi-moore-says-close-up-shot-butt-bugs-s-t-out-new-movie"
Demi Moore's Body Horror Thriller ‘The Substance’ Gets Streaming Date,"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/",2024-10-24T16:02:06Z,Forbes,https://www.forbes.com/sites/timlammers/2024/10/24/demi-moores-body-horror-thriller-the-substance-gets-streaming-date/
"The Rey Movie Has Lost Its Writer (Again),James Whitbrook,2024-10-25T14:00:48Z,Gizmodo.com,https://gizmodo.com/star-wars-rey-movie-delay-steven-knight-lucasfilm-disney-2000516492"
"Redick comes clean about car wash film session,,2024-10-27T11:26:01Z,ESPN,https://www.espn.com/nba/story/_/id/42028849/lakers-coach-jj-redick-comes-clean-watching-game-film-car-wash"
"Review: The Substance Is A Powerful Parable That Pulls No Punches,Saibal Chatterjee,2024-10-31T03:06:24Z,NDTV News,https://www.ndtv.com/entertainment/the-substance-review-a-powerful-parable-that-pulls-no-punches-4-stars-6912499"
"The Substance streaming: Release date revealed, when and where to watch online,The Feed,2024-10-24T18:39:30Z,The Times of India,https://economictimes.indiatimes.com/news/international/us/the-substance-streaming-release-date-revealed-when-and-where-to-watch-online/articleshow/114558556.cms"
"Proposed Recycling Labels Are Misleading and Could Violate the Law, Experts Say,""Joseph Winters, Grist"",2024-10-24T13:30:03Z,Gizmodo.com,https://gizmodo.com/proposed-recycling-labels-are-misleading-and-could-violate-the-law-experts-say-2000515921"
"Apple secretly included quantum dot tech in the M4 MacBook Pro's display,Kris Holt,2024-11-15T17:34:24Z,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_72825322-6e56-4f1d-b58d-d363d6837f0d"
[Removed],,2024-11-08T13:18:03Z,[Removed],https://removed.com
"Rob Lowe Says Whole ‘St. Elmo’s Fire’ Cast Will Return for Sequel, Which Is Not ‘Just a Money Run’",Samantha Bergeson,2024-10-23T19:30:00Z,IndieWire,https://www.indiewire.com/news/general-news/rob-lowe-st-elmos-fire-cast-sequel-1235059387/
"'Disclaimer' has a shocking twist ending that centers on an intense sex scene. Star Leila George breaks down filming 2 very different versions of it.,Caralynn Matassa,2024-11-08T23:53:47Z,Business Insider,https://www.businessinsider.com/disclaimer-ending-explained-finale-sex-scenes-2024-11"
"10 Freaky Flicks to Stream on Peacock Tonight,Cheryl Eddy,2024-10-22T19:30:41Z,Gizmodo.com,https://gizmodo.com/10-freaky-flicks-to-stream-on-peacock-tonight-2000515133"
"An Unlikely Alien Species Returns in Star Wars: Skeleton Crew,Gordon Jackson,2024-10-22T13:00:36Z,Gizmodo.com,https://gizmodo.com/an-unlikely-alien-species-returns-in-star-wars-skeleton-crew-2000514855"
This Disgusting Demi Moore Movie Just Became A New Horror Classic,Evan E. Lambert,2024-10-21T16:00:46Z,Thoughtcatalog.com,https://thoughtcatalog.com/evan-lambert/2024/10/this-disgusting-demi-moore-movie-just-became-a-new-horror-classic/
"IndieWire 2024 Holiday Gift Guide: From Cookbooks to Card Games, All Film and TV Lovers Can Find Something to Cherish",Harrison Richlin,2024-11-14T15:00:37Z,IndieWire,https://www.indiewire.com/gallery/2024-holiday-gift-guide-film-tv-lovers/
"The Blair Witch Project Is Releasing a Version You’ve Never Seen Before,Cheryl Eddy,2024-11-12T00:00:06Z,Gizmodo.com,https://gizmodo.com/blair-witch-project-25th-anniversary-re-release-original-format-2000523297"
"'Trap' Is Now Streaming. Here's How to Watch From Anywhere,Meara Isenberg,2024-10-25T15:10:34Z,CNET,https://www.cnet.com/tech/services-and-software/trap-is-now-streaming-heres-how-to-watch-from-anywhere/"
"Today’s NYT ‘Connections’ Hints And Answers For Monday, November 11","Kris Holt, Contributor, 
 Kris Holt, Contributor
 https://www.forbes.com/sites/krisholt/",2024-11-10T22:30:00Z,Forbes,https://www.forbes.com/sites/krisholt/2024/11/10/nyt-connections-today-help-clues-hints-answers-monday-november-11-519/
"Stream Is a Scream,Cheryl Eddy,2024-10-24T20:40:52Z,Gizmodo.com,https://gizmodo.com/stream-horror-movie-review-terrifier-2000515851"
"Kevin Smith Has Ideas for Dogma 2, But Don’t Get Too Excited Yet,Cheryl Eddy,2024-11-18T18:45:18Z,Gizmodo.com,https://gizmodo.com/dogma-2-sequel-kevin-smith-update-2000525939"
"Tim Burton on his dinosaur collection and why the internet makes him depressed,,2024-10-24T07:26:34Z,BBC News,https://www.bbc.com/news/articles/c154gqxel1eo"
"Ralph Fiennes Spreads New Info About 28 Years Later,Justin Carter,2024-10-27T16:25:49Z,Gizmodo.com,https://gizmodo.com/28-years-later-ralph-fiennes-role-2000516943"
"Amazon Might Be Close to Finding Its New Lara Croft,Gordon Jackson,2024-10-30T13:00:41Z,Gizmodo.com,https://gizmodo.com/amazon-tomb-raider-tv-show-sophie-turner-lucy-boynton-lara-croft-2000518272"
"‘Emilia Pérez,’ ‘Seed of the Sacred Fig,’ ‘Room Next Door’ Lead European Film Award Nominations,Ryan Lattanzio,2024-11-05T13:56:30Z,IndieWire,https://www.indiewire.com/awards/results/european-film-award-nominations-led-emilia-perez-full-list-1235062983/"
"'John Wick' producers wanted an alternate ending where the puppy lived,Jason Guerrasio,2024-10-23T21:14:15Z,Business Insider,https://www.businessinsider.com/john-wick-producers-wanted-alternate-ending-puppy-lived-2024-10"
"Kevin Feige Still Wants Us To Believe Blade Is Coming To The MCU,Keith Nelson Jr,2024-11-12T19:50:00Z,Kotaku,https://kotaku.com/marvel-kevin-feige-mcu-blade-1851696307"
5 cult body horror films to watch after The Substance,James Greig,2024-10-23T10:24:00Z,Dazed,https://www.dazeddigital.com/film-tv/article/64918/1/5-cult-body-horrors-to-watch-halloween-the-substance-the-fly-titane-videodrome?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=5-cult-body-horror-films-to-watch-after-the-substance
Gotham Awards Announce 2024 Nominees,tillychar,2024-10-29T18:00:45Z,Livejournal.com,https://ohnotheydidnt.livejournal.com/129455029.html
"‘The Substance’ Set To Soar Past $70M+: How MUBI Fueled Demi Moore’s Comeback At The Global Box Office,anthonypauldalessandro,2024-11-17T22:25:26Z,Deadline,http://deadline.com/2024/11/the-substance-box-office-demi-moore-1236178368/"
‘Anora’ Is the Hero Gothams Need,Joe Reid,2024-10-30T20:45:02Z,Vulture,http://www.vulture.com/article/anora-gotham-awards-movies-league-newsletter.html
